2396.93;2.06;550.16;549.50;3.24;12.51;416.90;6.00;5995.91;2499675.97
2398.82;2.05;550.22;549.56;3.25;12.53;412.88;6.00;5992.31;2474099.66
2401.02;2.02;550.12;549.50;3.26;12.56;412.88;6.00;5992.31;2474099.66
2403.21;2.03;550.05;549.41;3.28;12.58;412.88;6.00;5992.31;2474099.66
2405.41;1.99;550.02;549.37;3.26;12.55;412.88;6.00;5992.31;2474099.66
2407.60;2.12;549.93;549.25;3.26;12.56;412.88;6.00;5992.31;2474099.66
2409.79;2.01;549.93;549.27;3.26;12.55;412.88;6.00;5992.31;2474099.66
2411.99;1.95;550.29;549.62;3.24;12.52;412.88;6.00;5992.31;2474099.66
2414.18;1.98;549.91;549.23;3.25;12.53;412.88;6.00;5992.31;2474099.66
2416.38;2.07;549.89;549.24;3.27;12.57;412.88;6.00;5992.31;2474099.66
2418.57;2.08;549.95;549.25;3.27;12.57;412.88;6.00;5992.31;2474099.66
2420.76;2.02;549.90;549.25;3.26;12.55;412.88;6.00;5992.31;2474099.66
2422.96;2.02;549.87;549.21;3.30;12.62;412.88;6.00;5992.31;2474099.66
2425.15;1.99;549.88;549.17;3.28;12.58;412.88;6.00;5992.31;2474099.66
2427.35;2.04;549.85;549.20;3.27;12.56;412.88;6.00;5992.31;2474099.66
2429.54;2.07;549.78;549.10;3.27;12.56;412.88;6.00;5992.31;2474099.66
2431.73;2.11;549.77;549.11;3.28;12.58;412.88;6.00;5992.31;2474099.66
2433.93;2.08;549.76;549.07;3.26;12.54;412.88;6.00;5992.31;2474099.66
2436.12;2.05;549.84;549.14;3.26;12.54;412.88;6.00;5992.31;2474099.66
2438.32;2.05;549.79;549.14;3.26;12.55;412.88;6.00;5992.31;2474099.66
2440.51;2.04;549.77;549.12;3.27;12.57;412.88;6.00;5992.31;2474099.66
2442.71;2.08;549.72;549.11;3.28;12.58;412.88;6.00;5992.31;2474099.66
2444.90;1.95;549.77;549.10;3.27;12.57;412.88;6.00;5992.31;2474099.66
2447.09;1.99;549.82;549.16;3.26;12.55;412.88;6.00;5992.31;2474099.66
2449.29;2.00;549.79;549.14;3.25;12.53;412.88;6.00;5992.31;2474099.66
2448.85;2.09;549.75;549.09;3.26;12.54;414.64;6.13;6123.95;2539234.50
2448.01;2.09;549.77;549.12;3.25;12.52;414.64;6.13;6123.95;2539234.50
2447.16;2.01;549.69;549.05;3.33;12.67;414.64;6.13;6123.95;2539234.50
2446.32;2.09;549.76;549.07;3.30;12.62;414.64;6.13;6123.95;2539234.50
2445.48;1.97;549.88;549.17;3.29;12.61;414.64;6.13;6123.95;2539234.50
2444.64;2.11;549.87;549.22;3.31;12.63;414.64;6.13;6123.95;2539234.50
2443.79;2.08;549.84;549.17;3.37;12.75;414.64;6.13;6123.95;2539234.50
2442.95;2.05;549.92;549.30;3.32;12.66;414.64;6.13;6123.95;2539234.50
2442.11;2.09;550.03;549.36;3.31;12.64;414.64;6.13;6123.95;2539234.50
2441.27;2.05;550.17;549.53;3.31;12.63;414.64;6.13;6123.95;2539234.50
2440.43;1.94;550.18;549.49;3.48;12.96;414.64;6.13;6123.95;2539234.50
2439.58;2.07;550.18;549.47;3.52;13.05;414.64;6.13;6123.95;2539234.50
2438.74;2.10;550.15;549.47;3.43;12.87;414.64;6.13;6123.95;2539234.50
2437.90;2.11;550.17;549.50;3.50;13.00;414.64;6.13;6123.95;2539234.50
2437.06;2.01;550.18;549.48;3.48;12.97;414.64;6.13;6123.95;2539234.50
2436.21;1.97;550.15;549.43;3.47;12.94;414.64;6.13;6123.95;2539234.50
2435.37;2.04;550.14;549.51;3.44;12.89;414.64;6.13;6123.95;2539234.50
2434.53;1.99;550.15;549.46;3.41;12.82;414.64;6.13;6123.95;2539234.50
2433.69;2.11;550.12;549.47;3.47;12.94;414.64;6.13;6123.95;2539234.50
2432.84;2.09;550.07;549.41;3.48;12.96;414.64;6.13;6123.95;2539234.50
2432.00;2.05;550.12;549.48;3.43;12.87;414.64;6.13;6123.95;2539234.50
2431.16;2.04;550.29;549.63;3.45;12.90;414.64;6.13;6123.95;2539234.50
2430.32;2.08;550.27;549.56;3.50;13.00;414.64;6.13;6123.95;2539234.50
2429.47;2.07;550.25;549.56;3.45;12.91;414.64;6.13;6123.95;2539234.50
2427.07;2.09;550.20;549.54;3.46;12.93;415.06;6.08;6073.40;2520814.99
2424.42;2.01;550.26;549.56;3.46;12.91;415.06;6.08;6073.40;2520814.99
2421.78;1.99;550.27;549.56;3.45;12.90;415.06;6.08;6073.40;2520814.99
2419.13;2.06;550.19;549.53;3.42;12.85;415.06;6.08;6073.40;2520814.99
2416.49;1.98;550.18;549.50;3.44;12.89;415.06;6.08;6073.40;2520814.99
2413.84;1.92;550.05;549.46;3.41;12.84;415.06;6.08;6073.40;2520814.99
2411.20;1.90;550.11;549.45;3.47;12.93;415.06;6.08;6073.40;2520814.99
2408.55;2.06;550.16;549.50;3.43;12.87;415.06;6.08;6073.40;2520814.99
2405.91;2.08;550.02;549.34;3.45;12.89;415.06;6.08;6073.40;2520814.99
2403.26;2.05;550.07;549.34;3.47;12.94;415.06;6.08;6073.40;2520814.99
2400.62;2.11;550.08;549.39;3.44;12.89;415.06;6.08;6073.40;2520814.99
2397.97;2.02;550.06;549.39;3.45;12.91;415.06;6.08;6073.40;2520814.99
2395.32;2.10;550.03;549.33;3.50;12.99;415.06;6.08;6073.40;2520814.99
2392.68;2.03;550.08;549.44;3.36;12.73;415.06;6.08;6073.40;2520814.99
2390.03;2.13;550.01;549.35;3.13;12.30;415.06;6.08;6073.40;2520814.99
2387.39;2.10;550.02;549.37;3.13;12.29;415.06;6.08;6073.40;2520814.99
2384.74;2.02;550.04;549.33;3.12;12.27;415.06;6.08;6073.40;2520814.99
2382.10;2.07;550.03;549.41;3.11;12.26;415.06;6.08;6073.40;2520814.99
2379.45;2.03;549.99;549.33;3.13;12.30;415.06;6.08;6073.40;2520814.99
2376.81;2.12;549.93;549.28;3.13;12.29;415.06;6.08;6073.40;2520814.99
2374.16;2.06;549.97;549.30;3.15;12.32;415.06;6.08;6073.40;2520814.99
2371.52;2.00;550.02;549.34;3.12;12.27;415.06;6.08;6073.40;2520814.99
2368.87;2.07;550.03;549.34;3.10;12.23;415.06;6.08;6073.40;2520814.99
2366.23;2.10;550.05;549.37;3.13;12.28;415.06;6.08;6073.40;2520814.99
2366.22;2.10;550.06;549.43;3.10;12.22;413.86;5.92;5914.68;2447837.38
2366.63;2.08;550.08;549.46;3.13;12.28;413.86;5.92;5914.68;2447837.38
2367.03;2.04;550.08;549.43;3.11;12.25;413.86;5.92;5914.68;2447837.38
2367.43;2.08;550.09;549.41;3.12;12.26;413.86;5.92;5914.68;2447837.38
2367.84;2.05;550.04;549.40;3.13;12.29;413.86;5.92;5914.68;2447837.38
2368.24;2.13;549.97;549.36;3.13;12.29;413.86;5.92;5914.68;2447837.38
2368.64;2.12;549.99;549.41;3.12;12.26;413.86;5.92;5914.68;2447837.38
2369.04;2.07;550.11;549.46;3.19;12.39;413.86;5.92;5914.68;2447837.38
2369.45;2.01;549.98;549.40;3.17;12.36;413.86;5.92;5914.68;2447837.38
2369.85;2.06;550.00;549.36;3.46;12.90;413.86;5.92;5914.68;2447837.38
2370.25;2.15;550.01;549.34;3.51;12.99;413.86;5.92;5914.68;2447837.38
2370.66;2.09;549.94;549.27;3.32;12.65;413.86;5.92;5914.68;2447837.38
2371.06;2.15;549.87;549.29;3.33;12.66;413.86;5.92;5914.68;2447837.38
2371.46;2.05;549.90;549.24;3.32;12.64;413.86;5.92;5914.68;2447837.38
2371.87;2.04;527.69;526.99;3.30;12.62;413.86;5.92;5914.68;2447837.38
2372.27;2.02;527.70;527.08;3.37;12.73;413.86;5.92;5914.68;2447837.38
2372.67;2.07;527.84;527.22;3.40;12.79;413.86;5.92;5914.68;2447837.38
2373.08;2.06;528.26;527.61;3.34;12.68;413.86;5.92;5914.68;2447837.38
2373.48;2.10;528.21;527.58;3.34;12.69;413.86;5.92;5914.68;2447837.38
2373.88;2.05;528.42;527.73;3.32;12.65;413.86;5.92;5914.68;2447837.38
2374.29;2.02;528.47;527.85;3.36;12.72;413.86;5.92;5914.68;2447837.38
2374.69;1.99;528.56;527.97;3.37;12.74;413.86;5.92;5914.68;2447837.38
2375.09;1.93;528.62;528.00;3.33;12.66;413.86;5.92;5914.68;2447837.38
2375.49;2.07;528.77;528.15;3.35;12.70;413.86;5.92;5914.68;2447837.38
2375.38;2.03;528.81;528.19;3.31;12.63;414.04;5.95;5938.87;2458952.19
2375.19;2.04;528.89;528.31;3.31;12.61;414.04;5.95;5938.87;2458952.19
2374.99;2.04;528.98;528.36;3.29;12.59;414.04;5.95;5938.87;2458952.19
2374.80;1.98;529.03;528.40;3.29;12.59;414.04;5.95;5938.87;2458952.19
2374.61;2.01;529.05;528.40;3.29;12.57;414.04;5.95;5938.87;2458952.19
2374.41;2.05;529.04;528.39;3.27;12.54;414.04;5.95;5938.87;2458952.19
